ano,mes,dia,MSRP,valorUnitario,quantidadeEncomendada,vendas,linhaDeProduto_cod
2004,5,04,50,59.87,45,2694.15,4
2004,6,15,50,59.87,21,1257.27,4
2004,7,19,50,58.36,44,2567.84,4
2004,8,19,50,59.87,44,2634.28,4
2004,9,08,50,51.82,29,1502.78,4
2004,10,11,50,49.3,34,1676.2,4
2004,10,21,50,56.85,39,2217.15,4
2004,11,05,50,100.0,38,6832.02,4
2004,11,18,50,79.86,24,1916.64,4
2004,11,01,50,100.0,29,7110.8,4
2004,12,10,50,100.0,30,5302.8,4
2005,1,20,50,100.0,20,2730.0,4
2005,2,17,50,100.0,39,7827.3,4
2005,5,01,50,59.87,35,2095.45,4
2003,3,03,148,100.0,44,5565.12,2
2003,5,08,148,100.0,28,3583.16,2
2003,7,02,148,100.0,31,4705.18,2
2003,9,03,148,100.0,29,4444.54,2
2003,10,10,148,100.0,32,4618.88,2
2003,11,04,148,100.0,33,4910.4,2
2003,11,11,148,100.0,44,5565.12,2
2003,11,20,148,100.0,32,4237.76,2
2004,1,15,148,100.0,41,5673.58,2
2004,2,22,148,100.0,35,5260.15,2
2004,4,09,148,100.0,44,6350.96,2
2004,5,26,148,100.0,26,3559.4,2
2004,6,30,148,100.0,20,2410.6,2
2004,8,02,148,100.0,48,5713.92,2
2004,8,30,148,100.0,34,4300.32,2
2004,9,30,148,100.0,49,7947.31,2
2004,10,16,148,100.0,40,5356.8,2
2004,11,03,148,100.0,45,7901.1,2
2004,11,16,148,100.0,50,6101.0,2
2004,11,24,148,100.0,38,6276.46,2
2004,12,07,148,100.0,25,4203.5,2
2005,1,06,148,58.18,28,1629.04,2
2005,2,10,148,67.14,49,3289.86,2
2005,3,04,148,100.0,49,6862.94,2
2003,3,18,71,61.29,42,2574.18,2
2003,5,21,71,57.73,23,1327.79,2
2003,9,11,71,81.25,29,2356.25,2
2003,10,17,71,80.54,25,2013.5,2
2003,11,05,71,71.98,39,2807.22,2
2003,11,12,71,69.84,44,3072.96,2
2003,11,21,71,76.26,25,1906.5,2
2003,12,02,71,76.26,45,3431.7,2
2004,1,22,71,83.39,25,2084.75,2
2004,3,02,71,57.73,37,2136.01,2
2004,4,13,71,66.99,30,2009.7,2
2004,7,07,71,75.55,36,2719.8,2
2004,8,09,71,60.58,26,1575.08,2
2004,9,01,71,73.41,23,1688.43,2
2003,10,06,71,72.7,23,1672.1,2
2004,10,16,71,66.99,25,1674.75,2
2004,11,17,71,100.0,21,3472.98,2
2004,11,25,71,63.43,26,1649.18,2
2005,2,16,71,100.0,24,4536.0,2
2003,3,18,73,85.25,36,3069.0,2
2003,5,21,73,77.9,22,1713.8,2
2003,9,11,73,60.26,25,1506.5,2
2003,10,17,73,72.76,37,2692.12,2
2003,11,05,73,75.69,32,2422.08,2
2003,11,12,73,74.22,47,3488.34,2
2003,11,20,73,69.82,37,2583.34,2
2003,12,02,73,62.47,20,1249.4,2
2004,1,16,73,82.31,41,3374.71,2
2004,2,26,73,60.26,21,1265.46,2
2004,4,13,73,76.43,22,1681.46,2
2004,7,07,73,80.1,40,3204.0,2
2004,8,09,73,74.96,32,2398.72,2
2004,9,01,73,66.14,36,2381.04,2
2003,10,05,73,72.02,27,1944.54,2
2004,10,16,73,87.45,26,2273.7,2
2004,11,04,73,70.55,30,2116.5,2
2004,11,17,73,56.84,23,1307.32,2
2004,11,25,73,59.53,29,1726.37,2
2005,2,16,73,100.0,34,3441.82,2
2003,1,31,57,55.49,35,1942.15,2
2003,4,04,57,69.36,47,3259.92,2
2003,6,03,57,60.69,20,1213.8,2
2003,8,01,57,54.33,20,1086.6,2
2003,9,25,57,65.31,25,1632.75,2
2003,10,22,57,69.36,25,1734.0,2
2003,11,06,57,68.78,27,1857.06,2
2003,11,14,57,60.11,31,1863.41,2
2003,11,25,57,66.47,44,2924.68,2
2003,12,09,57,46.82,49,2294.18,2
2004,2,12,57,56.07,26,1457.82,2
2004,3,15,57,54.33,36,1955.88,2
2004,5,05,57,52.6,44,2314.4,2
2004,6,15,57,46.82,28,1310.96,2
2004,7,20,57,64.74,45,2913.3,2
2004,8,20,57,46.82,29,1357.78,2
2004,9,08,57,53.75,40,2150.0,2
2004,10,13,57,61.85,45,2783.25,2
2004,10,22,57,53.18,44,2339.92,2
2004,11,05,57,69.16,25,1729.0,2
2004,11,20,57,100.0,45,5972.4,2
2004,12,01,57,47.4,48,2275.2,2
2004,12,10,57,60.76,44,2673.44,2
2005,1,23,57,97.27,25,2431.75,2
2005,2,22,57,91.76,22,2018.72,2
2005,3,15,57,50.29,31,1558.99,2
2005,5,03,57,52.6,21,1104.6,2
2003,2,24,112,100.0,25,2845.75,1
2003,4,29,112,98.05,35,3431.75,1
2003,7,01,112,93.54,35,3273.9,1
2003,8,25,112,95.8,43,4119.4,1
2003,10,10,112,100.0,44,5355.68,1
2003,10,28,112,100.0,50,5747.5,1
2003,11,11,112,100.0,48,5355.36,1
2003,11,18,112,100.0,25,2535.75,1
2003,12,01,112,100.0,39,4351.23,1
2004,1,15,112,90.16,25,2254.0,1
2004,2,20,112,91.29,32,2921.28,1
2004,4,05,112,100.0,20,2299.0,1
2004,5,18,112,100.0,26,2637.18,1
2004,6,28,112,100.0,42,4307.52,1
2004,7,23,112,100.0,21,2153.76,1
2004,8,27,112,100.0,34,3716.88,1
2004,9,30,112,100.0,47,5455.76,1
2004,10,15,112,100.0,21,2650.62,1
2004,11,02,112,100.0,48,6437.28,1
2004,11,15,112,87.78,30,2633.4,1
2004,11,23,112,84.39,27,2278.53,1
2005,1,05,112,96.92,50,4846.0,1
2005,2,02,112,100.0,38,4197.1,1
2005,3,03,112,100.0,45,4597.65,1
2005,4,08,112,100.0,46,5287.7,1
2003,3,18,50,59.37,29,1721.73,2
2003,5,20,50,59.87,50,2993.5,2
2003,7,10,50,49.81,26,1295.06,2
2003,9,11,50,56.85,47,2671.95,2
2003,10,17,50,53.33,23,1226.59,2
2003,11,05,50,42.76,34,1453.84,2
2003,11,12,50,53.83,34,1830.22,2
2003,11,20,50,53.83,47,2530.01,2
2003,12,02,50,49.81,45,2241.45,2
2004,1,16,50,53.33,45,2399.85,2
2004,2,26,50,43.27,36,1557.72,2
2004,4,13,50,40.25,21,845.25,2
2004,7,06,50,48.3,28,1352.4,2
2004,8,06,50,45.28,35,1584.8,2
2004,9,01,50,52.32,50,2616.0,2
2003,10,05,50,51.32,22,1129.04,2
2004,10,16,50,49.3,45,2218.5,2
2004,11,04,50,42.26,48,2028.48,2
2004,11,17,50,87.96,20,1759.2,2
2004,11,24,50,36.21,27,977.67,2
2005,2,10,50,100.0,32,3970.56,2
2003,2,17,109,88.63,28,2481.64,5
2003,4,29,109,100.0,39,4651.53,5
2003,6,27,109,94.1,41,3858.1,5
2003,8,25,109,87.54,40,3501.6,5
2003,10,28,109,100.0,49,6433.7,5
2004,1,12,109,98.48,27,2658.96,5
2004,2,20,109,100.0,34,3608.76,5
2004,4,02,109,96.29,23,2214.67,5
2004,5,11,109,88.63,31,2747.53,5
2004,7,23,109,95.2,25,2380.0,5
2004,8,21,109,100.0,22,2310.88,5
2004,9,16,109,100.0,32,4061.76,5
2004,10,15,109,100.0,31,3493.7,5
2004,11,01,109,100.0,25,2872.25,5
2004,11,12,109,87.54,47,4114.38,5
2004,11,23,109,50.65,21,1063.65,5
2004,12,04,109,71.73,28,2008.44,5
2005,2,02,109,94.1,46,4328.6,5
2005,3,30,109,100.0,43,5552.16,5
2005,5,10,109,88.63,47,4165.61,5
2003,1,09,33,31.2,45,1404.0,4
2003,3,18,33,35.51,20,710.2,4
2003,5,21,33,37.84,45,1702.8,4
2003,9,12,33,33.19,36,1194.84,4
2003,10,18,33,27.22,37,1007.14,4
2003,11,05,33,31.53,31,977.43,4
2003,11,12,33,36.84,39,1436.76,4
2003,11,21,33,29.21,26,759.46,4
2003,12,03,33,37.17,32,1189.44,4
2004,1,26,33,34.19,20,683.8,4
2004,3,02,33,29.21,42,1226.82,4
2004,4,26,33,29.54,33,974.82,4
2004,8,17,33,28.88,20,577.6,4
2004,9,01,33,38.17,29,1106.93,4
2004,10,11,33,30.2,23,694.6,4
2004,10,21,33,29.54,39,1152.06,4
2004,11,04,33,100.0,20,2624.0,4
2004,11,17,33,81.91,45,3685.95,4
2004,11,25,33,35.18,20,703.6,4
2004,12,09,33,100.0,48,9720.0,4
2005,2,16,33,70.56,32,2257.92,4
2005,3,09,33,100.0,33,8344.71,4
2005,4,23,33,29.54,61,1801.94,4
2003,2,24,76,83.03,38,3155.14,1
2003,4,29,76,83.79,34,2848.86,1
2003,7,01,76,83.03,43,3570.29,1
2003,8,25,76,83.03,47,3902.41,1
2003,10,10,76,67.03,22,1474.66,1
2003,10,28,76,75.41,29,2186.89,1
2003,11,11,76,68.55,28,1919.4,1
2003,11,18,76,91.4,40,3656.0,1
2003,12,01,76,73.88,25,1847.0,1
2004,1,12,76,61.7,30,1851.0,1
2004,2,20,76,69.31,38,2633.78,1
2004,4,03,76,87.6,36,3153.6,1
2004,5,11,76,87.6,32,2803.2,1
2004,6,28,76,62.46,37,2311.02,1
2004,7,23,76,79.98,30,2399.4,1
2004,8,27,76,70.08,39,2733.12,1
2004,9,16,76,65.51,32,2096.32,1
2004,10,15,76,63.22,47,2971.34,1
2004,11,02,76,86.83,26,2257.58,1
2004,11,15,76,94.43,37,3493.91,1
2004,11,24,76,79.98,55,4398.9,1
2005,1,06,76,100.0,21,3595.62,1
2005,2,03,76,100.0,23,2443.29,1
2005,3,03,76,81.4,49,3988.6,1
2005,4,07,76,87.6,59,5168.4,1
2005,5,10,76,87.6,32,2803.2,1
2003,2,11,122,100.0,43,6341.21,6
2003,4,16,122,100.0,41,5189.78,6
2003,6,12,122,100.0,45,6027.75,6
2003,8,08,122,100.0,33,3366.0,6
2003,9,28,122,100.0,40,5456.4,6
2003,11,07,122,100.0,50,6083.0,6
2003,11,14,122,100.0,30,3170.7,6
2003,11,26,122,100.0,41,4534.6,6
2004,1,02,122,100.0,35,4301.15,6
2004,2,18,122,100.0,49,6804.63,6
2004,3,20,122,100.0,46,5652.94,6
2004,6,17,122,100.0,36,4512.6,6
2004,7,21,122,100.0,22,2784.76,6
2004,8,20,122,100.0,42,5316.36,6
2004,9,09,122,100.0,21,2941.89,6
2004,10,14,122,100.0,29,3207.4,6
2004,10,29,122,100.0,35,4215.05,6
2004,11,09,122,100.0,41,4333.29,6
2004,11,21,122,71.97,29,2087.13,6
2004,12,02,122,50.33,34,1711.22,6
2005,1,26,122,100.0,37,3910.53,6
2005,2,23,122,80.54,28,2255.12,6
2005,3,23,122,100.0,49,5720.75,6
2003,1,09,44,53.76,46,2472.96,4
2003,3,18,44,44.35,39,1729.65,4
2003,5,21,44,45.25,22,995.5,4
2003,9,12,44,49.28,49,2414.72,4
2003,10,18,44,36.29,43,1560.47,4
2003,11,05,44,41.22,27,1112.94,4
2003,11,12,44,36.74,31,1138.94,4
2003,11,21,44,50.62,20,1012.4,4
2003,12,03,44,38.08,24,913.92,4
2004,1,26,44,47.94,49,2349.06,4
2004,3,02,44,48.38,24,1161.12,4
2004,4,29,44,45.25,39,1764.75,4
2004,6,04,44,45.7,37,1690.9,4
2004,8,17,44,47.49,45,2137.05,4
2004,9,03,44,48.38,45,2177.1,4
2004,10,11,44,39.42,44,1734.48,4
2004,10,21,44,37.63,23,865.49,4
2004,11,04,44,100.0,30,3500.1,4
2004,11,17,44,85.52,26,2223.52,4
2004,11,25,44,53.76,43,2311.68,4
2004,12,09,44,31.86,26,828.36,4
2005,2,16,44,68.35,27,1845.45,4
2005,3,09,44,100.0,24,4042.08,4
2003,1,29,127,100.0,36,3680.28,3
2003,4,01,127,100.0,21,2925.09,3
2003,5,28,127,100.0,27,3415.77,3
2003,7,24,127,100.0,47,5105.14,3
2003,9,21,127,100.0,42,5098.8,3
2003,10,22,127,100.0,32,4661.76,3
2003,11,06,127,100.0,28,2969.96,3
2003,11,14,127,100.0,24,3496.32,3
2003,11,25,127,100.0,49,5760.93,3
2003,12,09,127,100.0,46,6819.04,3
2004,2,04,127,100.0,28,3148.88,3
2004,3,11,127,100.0,48,5704.32,3
2004,5,05,127,100.0,29,3520.6,3
2004,6,15,127,100.0,47,5285.62,3
2004,7,20,127,100.0,43,5605.05,3
2004,8,19,127,100.0,25,2779.5,3
2004,9,08,127,100.0,48,5398.08,3
2004,10,13,127,100.0,24,3189.6,3
2004,10,22,127,100.0,42,5581.8,3
2004,11,05,127,100.0,31,3820.44,3
2004,11,01,127,100.0,37,5981.42,3
2004,12,10,127,100.0,41,5684.65,3
2005,1,23,127,100.0,20,3449.4,3
2005,2,17,127,100.0,20,2654.4,3
2005,5,03,127,100.0,70,8498.0,3
2003,3,03,69,58.87,35,2060.45,1
2003,5,07,69,76.88,32,2460.16,1
2003,7,02,69,61.64,29,1787.56,1
2003,8,25,69,60.95,27,1645.65,1
2003,10,10,69,80.34,27,2169.18,1
2003,11,04,69,74.11,38,2816.18,1
2003,11,11,69,72.03,35,2521.05,1
2003,11,19,69,76.19,42,3199.98,1
2004,1,15,69,63.72,21,1338.12,1
2004,2,21,69,80.34,37,2972.58,1
2004,4,05,69,79.65,26,2070.9,1
2004,5,26,69,65.8,47,3092.6,1
2004,6,30,69,65.1,37,2408.7,1
2004,8,02,69,75.49,46,3472.54,1
2004,8,27,69,59.56,38,2263.28,1
2004,9,30,69,66.49,33,2194.17,1
2004,10,15,69,56.1,24,1346.4,1
2004,11,03,69,81.73,31,2533.63,1
2004,11,16,69,81.03,42,3403.26,1
2004,11,24,69,100.0,32,3307.2,1
2004,12,07,69,70.65,41,2896.65,1
2005,1,06,69,61.23,43,2632.89,1
2005,2,03,69,100.0,20,2046.0,1
2005,3,04,69,65.13,35,2279.55,1
2005,4,08,69,79.65,27,2150.55,1
2003,3,18,90,78.15,43,3360.45,2
2003,5,21,90,72.7,32,2326.4,2
2003,9,11,90,73.6,21,1545.6,2
2003,10,17,90,100.0,20,2144.6,2
2003,11,05,90,74.51,22,1639.22,2
2003,11,12,90,73.6,36,2649.6,2
2003,11,20,90,83.6,46,3845.6,2
2003,12,02,90,96.32,47,4527.04,2
2004,1,16,90,88.14,45,3966.3,2
2004,3,02,90,88.14,47,4142.58,2
2004,4,13,90,94.5,47,4441.5,2
2004,7,07,90,87.24,38,3315.12,2
2004,8,09,90,79.97,49,3918.53,2
2004,9,01,90,80.87,35,2830.45,2
2003,10,06,90,100.0,49,5298.86,2
2004,10,16,90,93.6,28,2620.8,2
2004,11,04,90,72.7,30,2181.0,2
2004,11,17,90,86.72,39,3382.08,2
2004,11,29,90,100.0,25,2876.75,2
2005,1,19,90,100.0,40,4107.2,2
2005,2,16,90,37.5,36,1350.0,2
2003,1,31,35,39.6,44,1742.4,2
2003,4,01,35,30.06,24,721.44,2
2003,6,03,35,38.19,39,1489.41,2
2003,8,01,35,42.43,21,891.03,2
2003,9,21,35,40.31,30,1209.3,2
2003,10,22,35,31.82,27,859.14,2
2003,11,06,35,31.12,37,1151.44,2
2003,11,14,35,31.82,42,1336.44,2
2003,11,25,35,28.29,32,905.28,2
2003,12,09,35,29.7,42,1247.4,2
2004,2,10,35,40.31,21,846.51,2
2004,3,11,35,32.88,33,1085.04,2
2004,5,05,35,36.07,49,1767.43,2
2004,6,15,35,33.24,31,1030.44,2
2004,7,20,35,41.72,38,1585.36,2
2004,8,19,35,40.66,20,813.2,2
2004,9,08,35,30.06,39,1172.34,2
2004,10,13,35,31.47,48,1510.56,2
2004,10,22,35,37.13,39,1448.07,2
2004,11,05,35,100.0,30,3338.1,2
2004,11,19,35,37.13,33,1225.29,2
2004,12,01,35,37.13,36,1336.68,2
2004,12,10,35,82.94,36,2985.84,2
2005,1,23,35,100.0,45,5545.8,2
2005,2,22,35,100.0,40,6089.6,2
2005,3,15,35,38.9,46,1789.4,2
2005,5,03,35,36.07,30,1082.1,2
2003,2,17,68,74.68,49,3659.32,5
2003,4,28,68,59.6,41,2443.6,5
2003,6,16,68,67.14,35,2349.9,5
2003,8,10,68,60.97,27,1646.19,5
2003,10,06,68,72.62,23,1670.26,5
2003,11,08,68,80.84,34,2748.56,5
2003,11,14,68,69.2,22,1522.4,5
2003,11,27,68,67.82,48,3255.36,5
2004,1,09,68,82.21,43,3535.03,5
2004,2,19,68,81.53,32,2608.96,5
2004,5,08,68,67.82,20,1356.4,5
2004,7,21,68,65.08,40,2603.2,5
2004,8,21,68,73.99,30,2219.7,5
2004,9,15,68,71.25,21,1496.25,5
2004,10,14,68,75.36,25,1884.0,5
2004,11,01,68,63.71,34,2166.14,5
2004,11,12,68,58.92,48,2828.16,5
2004,11,23,68,100.0,55,6214.45,5
2004,12,03,68,74.68,25,1867.0,5
2005,1,31,68,70.44,38,2676.72,5
2005,3,30,68,57.55,28,1611.4,5
2005,4,01,68,61.66,24,1479.84,5
2003,3,18,117,100.0,46,5942.28,2
2003,5,21,117,93.95,25,2348.75,2
2003,9,11,117,100.0,34,4392.12,2
2003,10,17,117,100.0,25,2759.75,2
2003,11,05,117,100.0,23,2728.03,2
2003,11,12,117,100.0,20,2395.8,2
2003,11,20,117,100.0,23,3052.33,2
2003,12,02,117,100.0,42,4242.0,2
2004,1,22,117,100.0,27,2790.45,2
2004,3,02,117,100.0,33,4340.49,2
2004,4,13,117,98.65,28,2762.2,2
2004,7,07,117,100.0,43,4645.72,2
2004,8,09,117,100.0,48,5580.96,2
2004,9,01,117,100.0,48,6539.04,2
2003,10,06,117,100.0,45,5548.95,2
2004,10,16,117,100.0,43,4595.41,2
2004,11,17,117,42.26,44,1859.44,2
2004,11,29,117,87.24,24,2093.76,2
2005,1,19,117,100.0,31,4223.13,2
2005,2,16,117,36.29,44,1596.76,2
2003,3,10,37,32.1,29,930.9,2
2003,5,08,37,30.96,39,1207.44,2
2003,7,02,37,35.87,20,717.4,2
2003,9,05,37,42.67,25,1066.75,2
2003,10,11,37,37.0,42,1554.0,2
2003,11,05,37,35.49,36,1277.64,2
2003,11,12,37,42.67,37,1578.79,2
2003,11,20,37,30.59,30,917.7,2
2003,12,02,37,37.0,21,777.0,2
2004,1,16,37,43.42,34,1476.28,2
2004,2,22,37,36.63,42,1538.46,2
2004,4,12,37,44.56,20,891.2,2
2004,7,06,37,40.4,34,1373.6,2
2004,8,06,37,38.89,31,1205.59,2
2004,8,30,37,39.65,36,1427.4,2
2003,10,05,37,34.36,48,1649.28,2
2004,10,16,37,41.91,33,1383.03,2
2004,11,04,37,33.23,37,1229.51,2
2004,11,17,37,42.24,27,1140.48,2
2004,11,24,37,40.4,39,1575.6,2
2004,12,07,37,38.52,36,1386.72,2
2005,2,10,37,100.0,41,5856.85,2
2005,3,04,37,100.0,37,4894.73,2
2005,4,14,37,44.56,47,2094.32,2
2005,5,17,37,42.67,15,640.05,2
2003,2,11,88,72.58,44,3193.52,4
2003,4,28,88,87.62,35,3066.7,4
2003,6,12,88,94.71,41,3883.11,4
2003,8,08,88,98.25,49,4814.25,4
2003,10,02,88,91.17,31,2826.27,4
2003,11,07,88,72.58,45,3266.1,4
2003,11,14,88,74.35,33,2453.55,4
2003,11,26,88,83.2,47,3910.4,4
2004,1,02,88,89.4,20,1788.0,4
2004,2,19,88,70.81,47,3328.07,4
2004,3,29,88,94.71,40,3788.4,4
2004,6,17,88,91.17,22,2005.74,4
2004,7,21,88,100.0,27,2796.12,4
2004,8,20,88,92.94,34,3159.96,4
2004,9,10,88,84.97,46,3908.62,4
2004,10,14,88,84.08,31,2606.48,4
2004,10,29,88,86.74,24,2081.76,4
2004,11,09,88,85.85,41,3519.85,4
2004,11,23,88,100.0,55,10758.0,4
2004,12,02,88,100.0,30,3021.0,4
2005,1,31,88,57.32,33,1891.56,4
2005,2,23,88,97.87,43,4208.41,4
2005,3,23,88,83.2,27,2246.4,4
2003,3,18,85,73.62,27,1987.74,2
2003,5,21,85,83.04,49,4068.96,2
2003,9,11,85,73.62,31,2282.22,2
2003,10,17,85,77.05,20,1541.0,2
2003,11,05,85,81.33,24,1951.92,2
2003,11,12,85,94.17,33,3107.61,2
2003,11,20,85,72.77,32,2328.64,2
2003,12,02,85,79.62,40,3184.8,2
2004,1,16,85,79.62,27,2149.74,2
2004,3,02,85,79.62,40,3184.8,2
2004,4,13,85,81.33,26,2114.58,2
2004,7,07,85,96.74,44,4256.56,2
2004,8,09,85,71.06,33,2344.98,2
2004,9,01,85,68.49,34,2328.66,2
2003,10,06,85,74.48,48,3575.04,2
2004,10,16,85,83.04,25,2076.0,2
2004,11,04,85,84.75,39,3305.25,2
2004,11,17,85,34.19,45,1538.55,2
2004,11,29,85,100.0,24,3325.92,2
2005,1,19,85,79.62,46,3662.52,2
2005,2,16,85,79.06,44,3478.64,2
2003,3,03,61,63.07,30,1892.1,2
2003,5,08,61,50.21,34,1707.14,2
2003,7,02,61,66.13,27,1785.51,2
2003,9,05,61,68.58,30,2057.4,2
2003,10,10,61,69.8,50,3490.0,2
2003,11,04,61,50.21,34,1707.14,2
2003,11,12,61,65.52,23,1506.96,2
2003,11,20,61,60.01,48,2880.48,2
2003,12,02,61,64.9,34,2206.6,2
2004,1,15,61,48.98,48,2351.04,2
2004,2,22,61,50.21,24,1205.04,2
2004,4,09,61,62.45,47,2935.15,2
2004,7,06,61,62.45,47,2935.15,2
2004,8,02,61,61.23,20,1224.6,2
2004,8,30,61,67.97,20,1359.4,2
2003,10,04,61,58.78,31,1822.18,2
2004,10,16,61,56.94,38,2163.72,2
2004,11,03,61,61.23,26,1591.98,2
2004,11,17,61,100.0,25,3078.5,2
2004,11,24,61,62.45,48,2997.6,2
2004,12,07,61,62.45,44,2747.8,2
2005,1,06,61,100.0,21,2447.76,2
2005,2,10,61,41.54,46,1910.84,2
2005,3,04,61,52.84,46,2430.64,2
2005,5,17,61,52.66,55,2896.3,2
2003,2,17,65,52.6,31,1630.6,4
2003,4,28,65,72.98,20,1459.6,4
2003,6,16,65,59.18,29,1716.22,4
2003,8,10,65,77.59,33,2560.47,4
2003,10,06,65,55.89,34,1900.26,4
2003,11,08,65,73.64,27,1988.28,4
2003,11,14,65,69.04,21,1449.84,4
2003,11,27,65,71.67,27,1935.09,4
2004,1,09,65,77.59,36,2793.24,4
2004,2,19,65,70.35,43,3025.05,4
2004,5,08,65,69.7,25,1742.5,4
2004,7,21,65,72.33,24,1735.92,4
2004,8,21,65,71.67,39,2795.13,4
2004,9,15,65,53.92,31,1671.52,4
2004,10,14,65,71.67,22,1576.74,4
2004,11,01,65,76.93,47,3615.71,4
2004,11,12,65,72.98,20,1459.6,4
2004,11,23,65,99.69,29,2891.01,4
2004,12,03,65,68.38,38,2598.44,4
2004,12,17,65,100.0,34,3871.92,4
2005,1,31,65,66.0,46,3036.0,4
2005,3,30,65,71.67,34,2436.78,4
2005,4,01,65,57.2,38,2173.6,4
2003,3,18,107,100.0,37,3724.42,2
2003,5,21,107,100.0,43,5203.0,2
2003,9,11,107,100.0,27,3469.5,2
2003,10,17,107,100.0,30,3148.2,2
2003,11,05,107,98.51,22,2167.22,2
2003,11,12,107,100.0,49,6244.07,2
2003,11,20,107,100.0,46,5566.0,2
2003,12,02,107,91.02,48,4368.96,2
2004,1,16,107,87.81,46,4039.26,2
2004,2,26,107,92.09,48,4420.32,2
2004,4,13,107,86.73,27,2341.71,2
2004,7,07,107,100.0,43,5110.98,2
2004,8,09,107,100.0,48,6168.0,2
2004,9,01,107,100.0,41,4873.26,2
2003,10,05,107,96.37,22,2120.14,2
2004,10,16,107,92.09,46,4236.14,2
2004,11,04,107,89.95,21,1888.95,2
2004,11,17,107,37.18,31,1152.58,2
2004,11,29,107,95.88,26,2492.88,2
2005,1,19,107,99.58,20,1991.6,2
2005,2,16,107,100.0,34,3953.18,2
2003,2,11,83,79.67,50,3983.5,4
2003,4,28,83,90.57,35,3169.95,4
2003,6,12,83,77.99,50,3899.5,4
2003,8,10,83,80.51,23,1851.73,4
2003,10,06,83,67.93,37,2513.41,4
2003,11,08,83,72.12,21,1514.52,4
2003,11,14,83,85.54,36,3079.44,4
2003,11,26,83,86.38,22,1900.36,4
2004,1,09,83,89.73,22,1974.06,4
2004,2,19,83,80.51,46,3703.46,4
2004,7,21,83,83.02,48,3984.96,4
2004,8,20,83,72.96,33,2407.68,4
2004,9,15,83,77.15,22,1697.3,4
2004,10,14,83,91.41,22,2011.02,4
2004,11,01,83,92.25,25,2306.25,4
2004,11,09,83,92.25,20,1845.0,4
2004,11,23,83,59.36,42,2493.12,4
2004,12,02,83,60.34,25,1508.5,4
2005,1,31,83,100.0,23,2394.3,4
2005,2,28,83,85.54,37,3164.98,4
2005,3,23,83,90.57,37,3351.09,4
2005,4,01,83,72.96,42,3064.32,4
2003,3,03,140,100.0,40,5448.8,2
2003,5,08,140,100.0,43,5494.97,2
2003,7,02,140,100.0,47,6336.07,2
2003,9,05,140,100.0,23,2906.97,2
2003,10,11,140,100.0,35,4767.7,2
2003,11,04,140,100.0,34,3819.56,2
2003,11,12,140,100.0,25,3861.75,2
2003,11,20,140,100.0,45,6319.35,2
2003,12,02,140,100.0,47,6996.42,2
2004,1,16,140,100.0,49,6949.67,2
2004,2,22,140,100.0,40,4550.0,2
2004,4,12,140,100.0,29,4479.63,2
2004,7,06,140,100.0,24,2932.08,2
2004,8,06,140,100.0,25,3159.75,2
2004,8,30,140,100.0,36,4297.32,2
2003,10,05,140,100.0,50,7723.5,2
2004,10,16,140,100.0,45,5497.65,2
2004,11,04,140,100.0,26,4052.88,2
2004,11,17,140,100.0,21,3135.93,2
2004,11,24,140,100.0,42,5013.54,2
2004,12,07,140,100.0,32,5302.72,2
2005,1,06,140,94.58,31,2931.98,2
2005,2,10,140,53.27,33,1757.91,2
2005,3,04,140,100.0,45,6763.05,2
2005,4,14,140,100.0,76,11739.7,2
2005,5,17,140,100.0,70,9240.0,2
2003,2,17,68,64.83,50,3241.5,5
2003,4,28,68,70.29,28,1968.12,5
2003,6,16,68,81.89,50,4094.5,5
2003,8,10,68,66.19,28,1853.32,5
2003,10,06,68,77.11,44,3392.84,5
2003,10,28,68,73.02,27,1971.54,5
2003,11,08,68,72.33,30,2169.9,5
2003,11,27,68,66.19,43,2846.17,5
2004,1,12,68,69.6,29,2018.4,5
2004,2,19,68,56.64,48,2718.72,5
2004,4,02,68,60.05,33,1981.65,5
2004,5,11,68,75.06,40,3002.4,5
2004,7,23,68,81.89,41,3357.49,5
2004,8,21,68,55.96,21,1175.16,5
2004,9,15,68,71.65,32,2292.8,5
2004,10,15,68,76.43,43,3286.49,5
2004,11,01,68,77.79,30,2333.7,5
2004,11,12,68,76.43,35,2675.05,5
2004,11,23,68,96.92,45,4361.4,5
2004,12,03,68,59.37,34,2018.58,5
2004,12,17,68,100.0,26,3710.98,5
2005,1,31,68,73.0,39,2847.0,5
2005,3,30,68,68.24,41,2797.84,5
2005,5,10,68,75.06,18,1351.08,5
2003,1,06,41,34.47,49,1689.03,4
2003,3,18,41,34.47,48,1654.56,4
2003,5,21,41,33.23,46,1528.58,4
2003,9,12,41,38.98,26,1013.48,4
2003,10,18,41,38.98,37,1442.26,4
2003,11,05,41,33.23,35,1163.05,4
2003,11,12,41,42.26,23,971.98,4
2003,11,21,41,41.03,22,902.66,4
2003,12,02,41,33.23,39,1295.97,4
2004,1,26,41,34.88,44,1534.72,4
2004,3,02,41,43.9,27,1185.3,4
2004,4,20,41,36.93,46,1698.78,4
2004,8,17,41,41.85,33,1381.05,4
2004,9,01,41,40.62,33,1340.46,4
2004,10,06,41,40.21,24,965.04,4
2004,10,21,41,35.29,31,1093.99,4
2004,11,17,41,77.24,41,3166.84,4
2004,11,29,41,97.44,22,2143.68,4
2005,1,19,41,37.34,46,1717.64,4
2005,2,16,41,95.03,43,4086.29,4
